BlendProperty1,BlendProperty2,BlendProperty3,BlendProperty4,BlendProperty5,BlendProperty6,BlendProperty7,BlendProperty8,BlendProperty9,BlendProperty10
0.4891432533865898,0.6075885327363487,0.3216703677115312,-1.2360546972600914,1.6011320973053915,1.3846623618740992,0.3058495749984994,0.1934599398371543,0.5803742494278266,-0.7627375675516355
-1.257481312010733,-1.4752827417741183,-0.437385065829467,-1.4029112792401803,0.1479412457250036,-1.1432437104946194,-0.4391713367454615,-1.3790407671247746,-1.2809886853631245,-0.5036254895836161
1.7843486974490672,0.4504672382036853,0.6226869307869605,1.3756135424282403,-0.4287896957393736,1.1616162827200678,0.6012889020693817,0.8729500080013456,0.6599999340605597,2.024575938538991
-0.0664219813006188,0.4837304382510474,-1.86544238253051,-0.0462947214020736,-0.1638196619001531,-0.2096928316440718,-1.8405655038551727,0.3002933987559251,-0.351336305975824,-1.5519142045934464
-0.1189125768046637,-1.172398318578621,0.3017854466883244,-1.7874068811942954,-0.4933611015639672,-0.5280486823931384,0.2863439189439016,-0.2651921974935768,0.4305133082369839,0.7350734293740209
-1.517786946987647,-1.907974774910544,0.3049853190368886,-1.2650732332566283,1.5582181816331466,1.1449484371311094,0.289515570334895,-0.2726559048974892,0.1792871982406693,0.439889425567733
0.8442898506946835,1.990310011127938,1.2267771177333169,1.3864954934269424,1.1821532446050276,1.2714725377381928,1.1939119644761955,2.1220233941269906,0.2153052785268762,1.0431992691680845
1.8012888441799266,0.4353230170439092,1.19637833042198,2.7286027832667803,-1.2958914310981977,2.099864463509322,1.1642570239704209,1.5566841450814874,1.1148568336749818,1.2881303991920523
0.0310435108057693,-0.6342376023651918,0.170133555776066,0.0298789355888357,-0.584670149551952,0.2888272773347173,0.1570991247609877,-0.0617695839359124,0.2946736911575638,-0.1999053811896457
0.1526069581208356,0.2936163761917297,0.1470487624042968,1.3139491534355998,-0.0829382943558918,-0.6780592926937471,0.1344218173153965,0.5382539524571911,-0.853402617965396,-1.302577343169385
-0.6531236828663499,-2.013713890508257,1.1024392207606275,-0.8878322653016467,0.8050188018903754,-0.5969929527838191,1.0719619684925616,-0.483249531451068,-0.088532955887509,0.5187795534506636
-0.5424162450759862,0.7601124744169386,0.8338785057920425,-1.522612740225895,2.3940368756607966,-1.190519781619661,0.8085563204706958,-0.0538668349200029,-0.6289327961816908,0.7350734293740209
0.0086157109085849,0.1662426589371954,-0.2282505516198877,0.8496525774910069,0.4729372862210421,-0.7547313824029421,-0.2338069091787471,0.0848703144703995,-0.8204718017037141,-0.3307005321299323
